Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AG_diff_pc,AI_diff,AI_pc,AI_diff_pc,AR_diff,AR_pc,AR_diff_pc,BE_diff,BE_pc,BE_diff_pc,BL_diff,BL_pc,BL_diff_pc,BS_diff,BS_pc,BS_diff_pc,FR_diff,FR_pc,FR_diff_pc,GE_diff,GE_pc,GE_diff_pc,GL_diff,GL_pc,GL_diff_pc,GR_diff,GR_pc,GR_diff_pc,JU_diff,JU_pc,JU_diff_pc,LU_diff,LU_pc,LU_diff_pc,NE_diff,NE_pc,NE_diff_pc,NW_diff,NW_pc,NW_diff_pc,OW_diff,OW_pc,OW_diff_pc,SG_diff,SG_pc,SG_diff_pc,SH_diff,SH_pc,SH_diff_pc,SO_diff,SO_pc,SO_diff_pc,SZ_diff,SZ_pc,SZ_diff_pc,TG_diff,TG_pc,TG_diff_pc,TI_diff,TI_pc,TI_diff_pc,UR_diff,UR_pc,UR_diff_pc,VD_diff,VD_pc,VD_diff_pc,VS_diff,VS_pc,VS_diff_pc,ZG_diff,ZG_pc,ZG_diff_pc,ZH_diff,ZH_pc,ZH_diff_pc,CH_diff,CH_pc,CH_diff_pc
2020-06-22,28.0,,0.0,,7.0,7.0,32.0,32.0,0.0,3.0,3.0,10.0,18.0,0.0,0.0,16.0,3.0,11.0,6.0,3.0,11.0,,71.0,56.0,14.0,83.0,431.0,2.0,1.8409328795872103e-05,1.3149520568480073e-06,,,,0.0,0.0,0.0,,,,0.0,4.602332198968026e-06,0.0,0.0,4.602332198968026e-06,0.0,0.0,2.1039232909568117e-05,0.0,1.0,2.1039232909568117e-05,6.574760284240036e-07,0.0,0.0,0.0,1.0,1.972428085272011e-06,6.574760284240036e-07,0.0,1.972428085272011e-06,0.0,1.0,6.574760284240037e-06,6.574760284240036e-07,0.0,1.1834568511632065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0519616454784058e-05,1.972428085272011e-06,0.0,1.972428085272011e-06,0.0,0.0,7.23223631266404e-06,0.0,4.0,3.944856170544022e-06,2.6299041136960146e-06,1.0,1.972428085272011e-06,6.574760284240036e-07,1.0,7.23223631266404e-06,6.574760284240036e-07,,,,11.0,4.668079801810426e-05,7.23223631266404e-06,4.0,3.6818657591744206e-05,2.6299041136960146e-06,1.0,9.204664397936052e-06,6.574760284240036e-07,3.0,5.4570510359192307e-05,1.972428085272011e-06,33.0,0.0002833721682507456,2.169670893799212e-05
2020-06-23,28.0,0.0,,,7.0,7.0,36.0,36.0,0.0,3.0,3.0,11.0,19.0,0.0,0.0,19.0,3.0,11.0,6.0,4.0,12.0,,77.0,62.0,14.0,87.0,462.0,0.0,1.8409328795872103e-05,0.0,0.0,0.0,0.0,,,,,,,0.0,4.602332198968026e-06,0.0,0.0,4.602332198968026e-06,0.0,4.0,2.366913702326413e-05,2.6299041136960146e-06,4.0,2.366913702326413e-05,2.6299041136960146e-06,0.0,0.0,0.0,0.0,1.972428085272011e-06,0.0,0.0,1.972428085272011e-06,0.0,1.0,7.23223631266404e-06,6.574760284240036e-07,1.0,1.249204454005607e-05,6.574760284240036e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.249204454005607e-05,1.972428085272011e-06,0.0,1.972428085272011e-06,0.0,0.0,7.23223631266404e-06,0.0,0.0,3.944856170544022e-06,0.0,1.0,2.6299041136960146e-06,6.574760284240036e-07,1.0,7.889712341088045e-06,6.574760284240036e-07,,,,6.0,5.0625654188648284e-05,3.944856170544022e-06,6.0,4.076351376228823e-05,3.944856170544022e-06,0.0,9.204664397936052e-06,0.0,4.0,5.720041447288832e-05,2.6299041136960146e-06,31.0,0.0003037539251318897,2.0381756881144114e-05
2020-06-24,35.0,0.0,,,9.0,7.0,44.0,38.0,1.0,3.0,3.0,12.0,19.0,0.0,0.0,21.0,3.0,12.0,9.0,6.0,12.0,,86.0,72.0,16.0,103.0,528.0,7.0,2.3011660994840128e-05,4.602332198968026e-06,0.0,0.0,0.0,,,,,,,2.0,5.917284255816033e-06,1.3149520568480073e-06,0.0,4.602332198968026e-06,0.0,8.0,2.892894525065616e-05,5.259808227392029e-06,2.0,2.498408908011214e-05,1.3149520568480073e-06,1.0,6.574760284240036e-07,6.574760284240036e-07,0.0,1.972428085272011e-06,0.0,0.0,1.972428085272011e-06,0.0,1.0,7.889712341088045e-06,6.574760284240036e-07,0.0,1.249204454005607e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3806996596904076e-05,1.3149520568480073e-06,0.0,1.972428085272011e-06,0.0,1.0,7.889712341088045e-06,6.574760284240036e-07,3.0,5.917284255816033e-06,1.972428085272011e-06,2.0,3.944856170544022e-06,1.3149520568480073e-06,0.0,7.889712341088045e-06,0.0,,,,9.0,5.654293844446432e-05,5.917284255816033e-06,10.0,4.733827404652826e-05,6.574760284240037e-06,2.0,1.0519616454784058e-05,1.3149520568480073e-06,16.0,6.772003092767238e-05,1.0519616454784058e-05,66.0,0.0003471473430078739,4.339341787598424e-05
2020-06-25,40.0,,1.0,,10.0,7.0,47.0,40.0,1.0,3.0,5.0,12.0,19.0,0.0,0.0,25.0,3.0,13.0,10.0,8.0,12.0,,89.0,80.0,17.0,110.0,569.0,5.0,2.6299041136960148e-05,3.2873801421200185e-06,,,,1.0,6.574760284240036e-07,6.574760284240036e-07,,,,1.0,6.574760284240037e-06,6.574760284240036e-07,0.0,4.602332198968026e-06,0.0,3.0,3.090137333592817e-05,1.972428085272011e-06,2.0,2.6299041136960148e-05,1.3149520568480073e-06,0.0,6.574760284240036e-07,0.0,0.0,1.972428085272011e-06,0.0,2.0,3.2873801421200185e-06,1.3149520568480073e-06,0.0,7.889712341088045e-06,0.0,0.0,1.249204454005607e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6436900710600092e-05,2.6299041136960146e-06,0.0,1.972428085272011e-06,0.0,1.0,8.547188369512047e-06,6.574760284240036e-07,1.0,6.574760284240037e-06,6.574760284240036e-07,2.0,5.259808227392029e-06,1.3149520568480073e-06,0.0,7.889712341088045e-06,0.0,,,,3.0,5.851536652973633e-05,1.972428085272011e-06,8.0,5.2598082273920295e-05,5.259808227392029e-06,1.0,1.1177092483208063e-05,6.574760284240036e-07,7.0,7.23223631266404e-05,4.602332198968026e-06,41.0,0.00037410386017325807,2.695651716538415e-05
2020-06-26,50.0,0.0,1.0,18.0,12.0,7.0,52.0,43.0,1.0,5.0,6.0,14.0,20.0,0.0,0.0,27.0,3.0,13.0,13.0,10.0,12.0,1.0,95.0,88.0,19.0,129.0,639.0,10.0,3.2873801421200184e-05,6.574760284240037e-06,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,1.0,1.1834568511632065e-05,6.574760284240036e-07,2.0,7.889712341088045e-06,1.3149520568480073e-06,0.0,4.602332198968026e-06,0.0,5.0,3.418875347804819e-05,3.2873801421200185e-06,3.0,2.827146922223216e-05,1.972428085272011e-06,0.0,6.574760284240036e-07,0.0,2.0,3.2873801421200185e-06,1.3149520568480073e-06,1.0,3.944856170544022e-06,6.574760284240036e-07,2.0,9.204664397936052e-06,1.3149520568480073e-06,1.0,1.3149520568480074e-05,6.574760284240036e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.77518527674481e-05,1.3149520568480073e-06,0.0,1.972428085272011e-06,0.0,0.0,8.547188369512047e-06,0.0,3.0,8.547188369512047e-06,1.972428085272011e-06,2.0,6.574760284240037e-06,1.3149520568480073e-06,0.0,7.889712341088045e-06,0.0,1.0,6.574760284240036e-07,6.574760284240036e-07,6.0,6.246022270028034e-05,3.944856170544022e-06,8.0,5.785789050131232e-05,5.259808227392029e-06,2.0,1.249204454005607e-05,1.3149520568480073e-06,19.0,8.481440766669647e-05,1.249204454005607e-05,70.0,0.00042012718216293834,4.6023321989680256e-05
2020-06-27,55.0,,,19.0,14.0,7.0,56.0,43.0,,7.0,9.0,14.0,20.0,0.0,,29.0,,,16.0,10.0,12.0,,97.0,92.0,19.0,141.0,679.0,5.0,3.61611815633202e-05,3.2873801421200185e-06,,,,,,,1.0,1.249204454005607e-05,6.574760284240036e-07,2.0,9.204664397936052e-06,1.3149520568480073e-06,0.0,4.602332198968026e-06,0.0,4.0,3.6818657591744206e-05,2.6299041136960146e-06,0.0,2.827146922223216e-05,0.0,,,,2.0,4.602332198968026e-06,1.3149520568480073e-06,3.0,5.917284255816033e-06,1.972428085272011e-06,0.0,9.204664397936052e-06,0.0,0.0,1.3149520568480074e-05,0.0,0.0,0.0,0.0,,,,2.0,1.9066804824296106e-05,1.3149520568480073e-06,,,,,,,3.0,1.0519616454784058e-05,1.972428085272011e-06,0.0,6.574760284240037e-06,0.0,0.0,7.889712341088045e-06,0.0,,,,2.0,6.377517475712836e-05,1.3149520568480073e-06,4.0,6.048779461500834e-05,2.6299041136960146e-06,0.0,1.249204454005607e-05,0.0,12.0,9.270412000778451e-05,7.889712341088045e-06,40.0,0.00044642622329989847,2.6299041136960148e-05
2020-06-28,59.0,,,21.0,16.0,7.0,61.0,44.0,,7.0,11.0,17.0,20.0,0.0,,30.0,,,16.0,11.0,12.0,,105.0,93.0,19.0,152.0,720.0,4.0,3.879108567701622e-05,2.6299041136960146e-06,,,,,,,2.0,1.3806996596904076e-05,1.3149520568480073e-06,2.0,1.0519616454784058e-05,1.3149520568480073e-06,0.0,4.602332198968026e-06,0.0,5.0,4.010603773386422e-05,3.2873801421200185e-06,1.0,2.892894525065616e-05,6.574760284240036e-07,,,,0.0,4.602332198968026e-06,0.0,2.0,7.23223631266404e-06,1.3149520568480073e-06,3.0,1.1177092483208063e-05,1.972428085272011e-06,0.0,1.3149520568480074e-05,0.0,0.0,0.0,0.0,,,,1.0,1.9724280852720108e-05,6.574760284240036e-07,,,,,,,0.0,1.0519616454784058e-05,0.0,1.0,7.23223631266404e-06,6.574760284240036e-07,0.0,7.889712341088045e-06,0.0,,,,8.0,6.903498298452039e-05,5.259808227392029e-06,1.0,6.114527064343235e-05,6.574760284240036e-07,0.0,1.249204454005607e-05,0.0,11.0,9.993635632044856e-05,7.23223631266404e-06,41.0,0.0004733827404652826,2.695651716538415e-05
2020-06-29,65.0,,2.0,25.0,17.0,7.0,61.0,52.0,1.0,8.0,11.0,19.0,21.0,0.0,1.0,46.0,5.0,16.0,21.0,12.0,13.0,2.0,121.0,101.0,21.0,161.0,809.0,6.0,4.273594184756024e-05,3.944856170544022e-06,,,,1.0,1.3149520568480073e-06,6.574760284240036e-07,4.0,1.6436900710600092e-05,2.6299041136960146e-06,1.0,1.1177092483208063e-05,6.574760284240036e-07,0.0,4.602332198968026e-06,0.0,0.0,4.010603773386422e-05,0.0,8.0,3.418875347804819e-05,5.259808227392029e-06,0.0,6.574760284240036e-07,0.0,1.0,5.259808227392029e-06,6.574760284240036e-07,0.0,7.23223631266404e-06,0.0,2.0,1.249204454005607e-05,1.3149520568480073e-06,1.0,1.3806996596904076e-05,6.574760284240036e-07,0.0,0.0,0.0,1.0,6.574760284240036e-07,6.574760284240036e-07,16.0,3.024389730750417e-05,1.0519616454784058e-05,2.0,3.2873801421200185e-06,1.3149520568480073e-06,3.0,1.0519616454784058e-05,1.972428085272011e-06,5.0,1.3806996596904076e-05,3.2873801421200185e-06,1.0,7.889712341088045e-06,6.574760284240036e-07,1.0,8.547188369512047e-06,6.574760284240036e-07,1.0,1.3149520568480073e-06,6.574760284240036e-07,16.0,7.955459943930445e-05,1.0519616454784058e-05,8.0,6.640507887082437e-05,5.259808227392029e-06,2.0,1.3806996596904076e-05,1.3149520568480073e-06,9.0,0.00010585364057626459,5.917284255816033e-06,89.0,0.000531898106995019,5.851536652973633e-05
2020-06-30,88.0,0.0,,27.0,17.0,7.0,61.0,56.0,1.0,9.0,12.0,25.0,23.0,0.0,1.0,54.0,5.0,19.0,21.0,15.0,14.0,4.0,137.0,105.0,23.0,189.0,915.0,23.0,5.785789050131232e-05,1.5121948653752085e-05,0.0,0.0,0.0,,,,2.0,1.77518527674481e-05,1.3149520568480073e-06,0.0,1.1177092483208063e-05,0.0,0.0,4.602332198968026e-06,0.0,0.0,4.010603773386422e-05,0.0,4.0,3.6818657591744206e-05,2.6299041136960146e-06,0.0,6.574760284240036e-07,0.0,1.0,5.917284255816033e-06,6.574760284240036e-07,1.0,7.889712341088045e-06,6.574760284240036e-07,6.0,1.6436900710600092e-05,3.944856170544022e-06,2.0,1.5121948653752085e-05,1.3149520568480073e-06,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,8.0,3.55037055348962e-05,5.259808227392029e-06,0.0,3.2873801421200185e-06,0.0,3.0,1.249204454005607e-05,1.972428085272011e-06,0.0,1.3806996596904076e-05,0.0,3.0,9.862140426360054e-06,1.972428085272011e-06,1.0,9.204664397936052e-06,6.574760284240036e-07,2.0,2.6299041136960146e-06,1.3149520568480073e-06,16.0,9.00742158940885e-05,1.0519616454784058e-05,4.0,6.903498298452039e-05,2.6299041136960146e-06,2.0,1.5121948653752085e-05,1.3149520568480073e-06,28.0,0.0001242629693721367,1.8409328795872103e-05,106.0,0.0006015905660079633,6.969245901294439e-05
2020-07-01,103.0,0.0,3.0,29.0,18.0,7.0,72.0,57.0,1.0,9.0,17.0,28.0,23.0,0.0,1.0,58.0,5.0,21.0,25.0,18.0,14.0,10.0,146.0,108.0,25.0,237.0,1035.0,15.0,6.772003092767238e-05,9.862140426360054e-06,0.0,0.0,0.0,1.0,1.972428085272011e-06,6.574760284240036e-07,2.0,1.9066804824296106e-05,1.3149520568480073e-06,1.0,1.1834568511632065e-05,6.574760284240036e-07,0.0,4.602332198968026e-06,0.0,11.0,4.733827404652826e-05,7.23223631266404e-06,1.0,3.747613362016821e-05,6.574760284240036e-07,0.0,6.574760284240036e-07,0.0,0.0,5.917284255816033e-06,0.0,5.0,1.1177092483208063e-05,3.2873801421200185e-06,3.0,1.8409328795872103e-05,1.972428085272011e-06,0.0,1.5121948653752085e-05,0.0,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,4.0,3.813360964859221e-05,2.6299041136960146e-06,0.0,3.2873801421200185e-06,0.0,2.0,1.3806996596904076e-05,1.3149520568480073e-06,4.0,1.6436900710600092e-05,2.6299041136960146e-06,3.0,1.1834568511632065e-05,1.972428085272011e-06,0.0,9.204664397936052e-06,0.0,6.0,6.574760284240037e-06,3.944856170544022e-06,9.0,9.599150014990453e-05,5.917284255816033e-06,3.0,7.10074110697924e-05,1.972428085272011e-06,2.0,1.6436900710600092e-05,1.3149520568480073e-06,48.0,0.00015582181873648887,3.155884936435218e-05,120.0,0.0006804876894188438,7.889712341088043e-05
2020-07-02,116.0,,4.0,35.0,19.0,8.0,79.0,62.0,1.0,10.0,22.0,28.0,25.0,0.0,1.0,64.0,5.0,23.0,29.0,19.0,19.0,11.0,171.0,112.0,27.0,293.0,1183.0,13.0,7.626721929718442e-05,8.547188369512047e-06,,,,1.0,2.6299041136960146e-06,6.574760284240036e-07,6.0,2.3011660994840128e-05,3.944856170544022e-06,1.0,1.249204454005607e-05,6.574760284240036e-07,1.0,5.259808227392029e-06,6.574760284240036e-07,7.0,5.194060624549629e-05,4.602332198968026e-06,5.0,4.076351376228823e-05,3.2873801421200185e-06,0.0,6.574760284240036e-07,0.0,1.0,6.574760284240037e-06,6.574760284240036e-07,5.0,1.446447262532808e-05,3.2873801421200185e-06,0.0,1.8409328795872103e-05,0.0,2.0,1.6436900710600092e-05,1.3149520568480073e-06,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,6.0,4.2078465819136234e-05,3.944856170544022e-06,0.0,3.2873801421200185e-06,0.0,2.0,1.5121948653752085e-05,1.3149520568480073e-06,4.0,1.9066804824296106e-05,2.6299041136960146e-06,1.0,1.249204454005607e-05,6.574760284240036e-07,5.0,1.249204454005607e-05,3.2873801421200185e-06,1.0,7.23223631266404e-06,6.574760284240036e-07,25.0,0.00011242840086050462,1.6436900710600092e-05,4.0,7.363731518348841e-05,2.6299041136960146e-06,2.0,1.77518527674481e-05,1.3149520568480073e-06,56.0,0.00019264047632823307,3.6818657591744206e-05,148.0,0.0007777941416255963,9.730645220675255e-05
2020-07-03,120.0,0.0,,39.0,23.0,10.0,84.0,64.0,1.0,11.0,30.0,32.0,26.0,0.0,1.0,70.0,5.0,24.0,32.0,19.0,26.0,,184.0,116.0,31.0,316.0,1279.0,4.0,7.889712341088043e-05,2.6299041136960146e-06,0.0,0.0,0.0,,,,4.0,2.5641565108536142e-05,2.6299041136960146e-06,4.0,1.5121948653752085e-05,2.6299041136960146e-06,2.0,6.574760284240037e-06,1.3149520568480073e-06,5.0,5.5227986387616306e-05,3.2873801421200185e-06,2.0,4.2078465819136234e-05,1.3149520568480073e-06,0.0,6.574760284240036e-07,0.0,1.0,7.23223631266404e-06,6.574760284240036e-07,8.0,1.9724280852720108e-05,5.259808227392029e-06,4.0,2.1039232909568117e-05,2.6299041136960146e-06,1.0,1.7094376739024094e-05,6.574760284240036e-07,0.0,0.0,0.0,0.0,6.574760284240036e-07,0.0,6.0,4.6023321989680256e-05,3.944856170544022e-06,0.0,3.2873801421200185e-06,0.0,1.0,1.577942468217609e-05,6.574760284240036e-07,3.0,2.1039232909568117e-05,1.972428085272011e-06,0.0,1.249204454005607e-05,0.0,7.0,1.7094376739024094e-05,4.602332198968026e-06,,,,13.0,0.00012097558923001668,8.547188369512047e-06,4.0,7.626721929718442e-05,2.6299041136960146e-06,4.0,2.0381756881144114e-05,2.6299041136960146e-06,23.0,0.00020776242498198516,1.5121948653752085e-05,96.0,0.0008409118403543006,6.311769872870436e-05
2020-07-04,123.0,,,43.0,27.0,11.0,87.0,67.0,,11.0,33.0,,26.0,0.0,,73.0,,,35.0,20.0,27.0,,187.0,118.0,33.0,329.0,1328.0,3.0,8.086955149615244e-05,1.972428085272011e-06,,,,,,,4.0,2.827146922223216e-05,2.6299041136960146e-06,4.0,1.77518527674481e-05,2.6299041136960146e-06,1.0,7.23223631266404e-06,6.574760284240036e-07,3.0,5.720041447288832e-05,1.972428085272011e-06,3.0,4.4050893904408245e-05,1.972428085272011e-06,,,,0.0,7.23223631266404e-06,0.0,3.0,2.169670893799212e-05,1.972428085272011e-06,,,,0.0,1.7094376739024094e-05,0.0,0.0,0.0,0.0,,,,3.0,4.799575007495227e-05,1.972428085272011e-06,,,,,,,3.0,2.3011660994840128e-05,1.972428085272011e-06,1.0,1.3149520568480074e-05,6.574760284240036e-07,1.0,1.77518527674481e-05,6.574760284240036e-07,,,,3.0,0.0001229480173152887,1.972428085272011e-06,2.0,7.758217135403243e-05,1.3149520568480073e-06,2.0,2.169670893799212e-05,1.3149520568480073e-06,13.0,0.0002163096133514972,8.547188369512047e-06,49.0,0.0008731281657470769,3.221632539277618e-05
2020-07-05,125.0,,,49.0,27.0,12.0,92.0,69.0,,12.0,39.0,36.0,26.0,0.0,,76.0,,28.0,35.0,21.0,31.0,12.0,194.0,120.0,33.0,337.0,1385.0,2.0,8.218450355300046e-05,1.3149520568480073e-06,,,,,,,6.0,3.221632539277618e-05,3.944856170544022e-06,0.0,1.77518527674481e-05,0.0,1.0,7.889712341088045e-06,6.574760284240036e-07,5.0,6.048779461500834e-05,3.2873801421200185e-06,2.0,4.536584596125625e-05,1.3149520568480073e-06,,,,1.0,7.889712341088045e-06,6.574760284240036e-07,6.0,2.5641565108536142e-05,3.944856170544022e-06,4.0,2.366913702326413e-05,2.6299041136960146e-06,0.0,1.7094376739024094e-05,0.0,0.0,0.0,0.0,,,,3.0,4.996817816022428e-05,1.972428085272011e-06,,,,4.0,1.8409328795872103e-05,2.6299041136960146e-06,0.0,2.3011660994840128e-05,0.0,1.0,1.3806996596904076e-05,6.574760284240036e-07,4.0,2.0381756881144114e-05,2.6299041136960146e-06,1.0,7.889712341088045e-06,6.574760284240036e-07,7.0,0.0001275503495142567,4.602332198968026e-06,2.0,7.889712341088043e-05,1.3149520568480073e-06,0.0,2.169670893799212e-05,0.0,8.0,0.00022156942157888922,5.259808227392029e-06,57.0,0.000910604299367245,3.747613362016821e-05
2020-07-06,132.0,0.0,4.0,52.0,29.0,12.0,94.0,76.0,1.0,13.0,39.0,36.0,27.0,0.0,2.0,83.0,7.0,32.0,35.0,21.0,36.0,,207.0,123.0,36.0,356.0,1465.0,7.0,8.678683575196848e-05,4.602332198968026e-06,0.0,0.0,0.0,0.0,2.6299041136960146e-06,0.0,3.0,3.418875347804819e-05,1.972428085272011e-06,2.0,1.9066804824296106e-05,1.3149520568480073e-06,0.0,7.889712341088045e-06,0.0,2.0,6.180274667185635e-05,1.3149520568480073e-06,7.0,4.996817816022428e-05,4.602332198968026e-06,0.0,6.574760284240036e-07,0.0,1.0,8.547188369512047e-06,6.574760284240036e-07,0.0,2.5641565108536142e-05,0.0,0.0,2.366913702326413e-05,0.0,1.0,1.77518527674481e-05,6.574760284240036e-07,0.0,0.0,0.0,1.0,1.3149520568480073e-06,6.574760284240036e-07,7.0,5.4570510359192307e-05,4.602332198968026e-06,2.0,4.602332198968026e-06,1.3149520568480073e-06,4.0,2.1039232909568117e-05,2.6299041136960146e-06,0.0,2.3011660994840128e-05,0.0,0.0,1.3806996596904076e-05,0.0,5.0,2.366913702326413e-05,3.2873801421200185e-06,,,,13.0,0.00013609753788376876,8.547188369512047e-06,3.0,8.086955149615244e-05,1.972428085272011e-06,3.0,2.366913702326413e-05,1.972428085272011e-06,19.0,0.00023406146611894532,1.249204454005607e-05,80.0,0.0009632023816411653,5.2598082273920295e-05
2020-07-07,140.0,,4.0,53.0,32.0,15.0,96.0,80.0,2.0,14.0,41.0,37.0,27.0,0.0,2.0,89.0,8.0,35.0,42.0,23.0,40.0,14.0,223.0,126.0,38.0,382.0,1563.0,8.0,9.204664397936051e-05,5.259808227392029e-06,,,,0.0,2.6299041136960146e-06,0.0,1.0,3.4846229506472195e-05,6.574760284240036e-07,3.0,2.1039232909568117e-05,1.972428085272011e-06,3.0,9.862140426360054e-06,1.972428085272011e-06,2.0,6.311769872870436e-05,1.3149520568480073e-06,4.0,5.2598082273920295e-05,2.6299041136960146e-06,1.0,1.3149520568480073e-06,6.574760284240036e-07,1.0,9.204664397936052e-06,6.574760284240036e-07,2.0,2.695651716538415e-05,1.3149520568480073e-06,1.0,2.4326613051688137e-05,6.574760284240036e-07,0.0,1.77518527674481e-05,0.0,0.0,0.0,0.0,0.0,1.3149520568480073e-06,0.0,6.0,5.851536652973633e-05,3.944856170544022e-06,1.0,5.259808227392029e-06,6.574760284240036e-07,3.0,2.3011660994840128e-05,1.972428085272011e-06,7.0,2.7613993193808153e-05,4.602332198968026e-06,2.0,1.5121948653752085e-05,1.3149520568480073e-06,4.0,2.6299041136960148e-05,2.6299041136960146e-06,2.0,9.204664397936052e-06,1.3149520568480073e-06,16.0,0.00014661715433855283,1.0519616454784058e-05,3.0,8.284197958142446e-05,1.972428085272011e-06,2.0,2.498408908011214e-05,1.3149520568480073e-06,26.0,0.0002511558428579694,1.7094376739024094e-05,98.0,0.0010276350324267178,6.443265078555236e-05
2020-07-08,147.0,0.0,,57.0,35.0,18.0,99.0,84.0,2.0,16.0,44.0,40.0,27.0,1.0,2.0,98.0,8.0,39.0,46.0,27.0,48.0,,238.0,126.0,39.0,405.0,1664.0,7.0,9.664897617832853e-05,4.602332198968026e-06,0.0,0.0,0.0,,,,4.0,3.747613362016821e-05,2.6299041136960146e-06,3.0,2.3011660994840128e-05,1.972428085272011e-06,3.0,1.1834568511632065e-05,1.972428085272011e-06,3.0,6.509012681397637e-05,1.972428085272011e-06,4.0,5.5227986387616306e-05,2.6299041136960146e-06,0.0,1.3149520568480073e-06,0.0,2.0,1.0519616454784058e-05,1.3149520568480073e-06,3.0,2.892894525065616e-05,1.972428085272011e-06,3.0,2.6299041136960148e-05,1.972428085272011e-06,0.0,1.77518527674481e-05,0.0,1.0,6.574760284240036e-07,6.574760284240036e-07,0.0,1.3149520568480073e-06,0.0,9.0,6.443265078555236e-05,5.917284255816033e-06,0.0,5.259808227392029e-06,0.0,4.0,2.5641565108536142e-05,2.6299041136960146e-06,4.0,3.024389730750417e-05,2.6299041136960146e-06,4.0,1.77518527674481e-05,2.6299041136960146e-06,8.0,3.155884936435218e-05,5.259808227392029e-06,,,,15.0,0.00015647929476491287,9.862140426360054e-06,0.0,8.284197958142446e-05,0.0,1.0,2.5641565108536142e-05,6.574760284240036e-07,23.0,0.0002662777915117215,1.5121948653752085e-05,101.0,0.001094040111297542,6.640507887082437e-05
2020-07-09,153.0,,5.0,59.0,38.0,21.0,100.0,92.0,3.0,18.0,47.0,43.0,29.0,1.0,5.0,104.0,8.0,41.0,49.0,27.0,50.0,16.0,250.0,128.0,41.0,424.0,1752.0,6.0,0.00010059383234887256,3.944856170544022e-06,,,,1.0,3.2873801421200185e-06,6.574760284240036e-07,2.0,3.879108567701622e-05,1.3149520568480073e-06,3.0,2.498408908011214e-05,1.972428085272011e-06,3.0,1.3806996596904076e-05,1.972428085272011e-06,1.0,6.574760284240037e-05,6.574760284240036e-07,8.0,6.048779461500834e-05,5.259808227392029e-06,1.0,1.972428085272011e-06,6.574760284240036e-07,2.0,1.1834568511632065e-05,1.3149520568480073e-06,3.0,3.090137333592817e-05,1.972428085272011e-06,3.0,2.827146922223216e-05,1.972428085272011e-06,2.0,1.9066804824296106e-05,1.3149520568480073e-06,0.0,6.574760284240036e-07,0.0,3.0,3.2873801421200185e-06,1.972428085272011e-06,6.0,6.837750695609638e-05,3.944856170544022e-06,0.0,5.259808227392029e-06,0.0,2.0,2.695651716538415e-05,1.3149520568480073e-06,3.0,3.221632539277618e-05,1.972428085272011e-06,0.0,1.77518527674481e-05,0.0,2.0,3.2873801421200184e-05,1.3149520568480073e-06,2.0,1.0519616454784058e-05,1.3149520568480073e-06,12.0,0.0001643690071060009,7.889712341088045e-06,2.0,8.415693163827247e-05,1.3149520568480073e-06,2.0,2.695651716538415e-05,1.3149520568480073e-06,19.0,0.00027876983605177756,1.249204454005607e-05,88.0,0.0011518980017988544,5.785789050131232e-05
2020-07-10,166.0,0.0,5.0,66.0,41.0,26.0,104.0,100.0,3.0,18.0,48.0,49.0,30.0,2.0,5.0,105.0,8.0,,51.0,27.0,52.0,,264.0,131.0,43.0,444.0,1845.0,13.0,0.00010914102071838461,8.547188369512047e-06,0.0,0.0,0.0,0.0,3.2873801421200185e-06,0.0,7.0,4.339341787598424e-05,4.602332198968026e-06,3.0,2.695651716538415e-05,1.972428085272011e-06,5.0,1.7094376739024094e-05,3.2873801421200185e-06,4.0,6.837750695609638e-05,2.6299041136960146e-06,8.0,6.574760284240037e-05,5.259808227392029e-06,0.0,1.972428085272011e-06,0.0,0.0,1.1834568511632065e-05,0.0,1.0,3.155884936435218e-05,6.574760284240036e-07,6.0,3.221632539277618e-05,3.944856170544022e-06,1.0,1.9724280852720108e-05,6.574760284240036e-07,1.0,1.3149520568480073e-06,6.574760284240036e-07,0.0,3.2873801421200185e-06,0.0,1.0,6.903498298452039e-05,6.574760284240036e-07,0.0,5.259808227392029e-06,0.0,,,,2.0,3.353127744962419e-05,1.3149520568480073e-06,0.0,1.77518527674481e-05,0.0,2.0,3.418875347804819e-05,1.3149520568480073e-06,,,,14.0,0.00017357367150393696,9.204664397936052e-06,3.0,8.612935972354448e-05,1.972428085272011e-06,2.0,2.827146922223216e-05,1.3149520568480073e-06,20.0,0.00029191935662025765,1.3149520568480074e-05,93.0,0.0012130432724422869,6.114527064343235e-05
